id,Time,Is_CH,who CH,Dist_To_CH,ADV_S,ADV_R,JOIN_S,JOIN_R,SCH_S,SCH_R,Rank,DATA_S,DATA_R,Data_Sent_To_BS,dist_CH_To_BS,send_code,Expaned Energy,Attack type
505099,2853,1,505099,0.0,1,25,0,0,0,0,0,0,0,0,140.234,0.0,0.04567,Grayhole
403035,2203,1,403100,0.0,1,24,0,0,0,0,0,0,0,0,0.0,0.0,0.04521,Grayhole
107035,2753,1,107035,0.0,1,25,0,0,0,0,0,0,0,0,120.567,0.0,0.03215,Grayhole
104052,2503,1,104052,0.0,1,25,0,0,0,0,0,0,0,0,145.234,0.0,0.03521,Grayhole
301025,2503,1,301025,0.0,1,26,0,0,0,0,0,0,0,0,120.5,0.0,0.035,Grayhole
702055,2503,1,702055,0.0,1,25,0,0,0,0,0,0,0,0,130.567,0.0,0.03456,Grayhole
402035,2203,1,402035,0.0,1,24,0,0,0,0,0,0,0,0,145.321,0.0,0.03125,Grayhole
608050,3303,1,608050,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.03521,Grayhole
807032,2853,1,807100,0.0,1,24,0,0,0,0,0,0,0,0,130.523,0.0,0.02134,Grayhole
303055,2853,1,303055,0.0,1,25,0,0,0,0,0,0,0,0,120.503,0.0,0.03521,Grayhole
505075,2603,1,505075,0.0,1,26,0,0,0,0,0,0,0,0,120.5,0.0,0.045,Grayhole
308012,2703,1,308012,0.0,1,24,0,0,0,0,0,0,0,0,120.5,0.0,0.045,Grayhole
201005,1803,1,201005,0.0,1,23,0,0,0,0,0,0,0,0,0.0,0.0,0.02548,Grayhole
101001,1503,1,101100,0.0,1,20,0,0,0,0,0,0,0,0,0.0,0.0,0.02345,Grayhole
302055,1503,1,302055,0.0,1,23,0,0,0,0,0,0,0,0,120.75,0.0,0.03215,Grayhole
503078,2503,1,503078,0.0,1,20,0,0,0,0,0,0,0,0,150.234,0.0,0.02568,Grayhole
302055,2353,1,302055,0.0,1,25,0,0,0,0,0,0,0,0,140.234,0.0,0.03521,Grayhole
302055,1503,1,302055,0.0,1,25,0,0,0,0,0,0,0,0,100.0,0.0,0.025,Grayhole
302055,2853,1,302055,0.0,1,23,0,0,0,0,0,0,0,0,145.234,0.0,0.03456,Grayhole
101025,2003,1,101025,0.0,1,20,0,0,0,0,0,0,0,0,140.234,0.0,0.04567,Grayhole
907055,2753,1,907055,0.0,1,24,0,35,1,0,0,0,0,1320,20.0,150.234,2.25678,Grayhole
303055,1853,1,303100,0.0,1,25,0,0,0,0,0,0,0,0,120.567,0.0,0.03456,Grayhole
309065,2203,1,309065,0.0,1,25,0,0,0,0,0,0,0,0,140.234,0.0,0.03567,Grayhole
807056,2503,1,807056,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.02543,Grayhole
101034,1203,1,101034,0.0,1,25,0,0,0,0,0,0,0,0,150.234,0.0,0.02567,Grayhole
207045,1203,1,207045,0.0,1,20,0,0,1,0,0,0,0,0,150.234,0.0,0.02345,Grayhole
105025,3303,1,105025,0.0,1,27,0,0,0,0,0,0,0,0,140.235,0.0,0.03215,Grayhole
108045,2353,1,108045,0.0,1,20,0,0,0,0,0,0,0,0,150.234,0.0,0.03456,Grayhole
402055,2753,1,402055,0.0,1,27,0,0,0,0,0,0,0,0,0.0,0.0,0.03215,Grayhole
301055,1203,1,301055,0.0,1,10,0,15,1,0,0,0,0,0,100.0,0.0,0.025,Grayhole
705099,3003,1,705100,0.0,1,27,0,0,0,0,0,0,0,0,150.0,0.0,0.03521,Grayhole
303025,2203,1,303025,0.0,1,25,0,0,0,0,0,0,0,0,140.234,0.0,0.02567,Grayhole
901035,2853,1,901035,0.0,1,27,0,0,0,0,0,0,0,0,120.5,0.0,0.035,Grayhole
802035,2753,1,802035,0.0,1,25,0,0,0,0,0,0,0,0,140.234,0.0,0.03567,Grayhole
804032,2503,1,804032,0.0,1,27,0,0,0,0,0,0,0,0,130.567,0.0,0.05234,Grayhole
303025,2203,1,303025,0.0,1,20,0,0,1,0,0,0,0,0,130.5,0.0,0.03215,Grayhole
101005,2203,1,101100,0.0,1,24,0,0,0,0,0,0,0,0,0.0,0.0,0.021,Grayhole
305045,2503,1,305045,0.0,1,24,0,0,0,0,0,0,0,0,150.234,0.0,0.03521,Grayhole
707050,2803,1,707050,0.0,1,25,0,0,0,0,0,0,0,0,120.543,0.0,0.04521,Grayhole
305072,2353,1,305072,0.0,1,25,0,0,0,0,0,0,0,0,150.234,0.0,0.03456,Grayhole
802045,3203,1,802045,0.0,1,26,0,0,0,0,0,0,0,0,0.0,0.0,0.03521,Grayhole
903055,3203,1,903055,0.0,1,25,0,0,0,0,0,0,0,0,150.0,0.0,0.03215,Grayhole
707035,2203,1,707035,0.0,1,24,0,0,0,0,0,0,0,0,140.234,0.0,0.03215,Grayhole
304072,1853,1,304100,0.0,1,24,0,0,0,0,0,0,0,0,150.234,0.0,0.03215,Grayhole
901025,2203,1,901100,0.0,1,20,0,0,0,0,0,0,0,0,125.345,0.0,0.03874,Grayhole
306072,1853,1,306072,0.0,1,23,0,0,0,0,0,0,0,0,120.0,0.0,0.04823,Grayhole
904057,2203,1,904057,0.0,1,25,0,0,0,0,0,0,0,0,140.567,0.0,0.04567,Grayhole
203055,1553,1,203055,0.0,1,20,0,0,1,0,0,0,0,0,100.5,0.0,0.035,Grayhole
702035,2853,1,702035,0.0,1,25,0,0,0,0,0,0,0,0,130.5,0.0,0.03215,Grayhole
805095,1503,1,805095,0.0,1,24,0,0,0,0,0,0,0,0,120.0,0.0,0.02385,Grayhole
201005,2503,1,201100,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.035,Grayhole
303025,1503,1,303100,0.0,1,23,0,0,0,0,0,0,0,0,140.234,0.0,0.03521,Grayhole
302045,2203,1,302100,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.03542,Grayhole
302045,2453,1,302045,0.0,1,27,0,0,0,0,0,0,0,0,0.0,0.0,0.03512,Grayhole
203005,2853,1,203100,0.0,1,24,0,0,0,0,0,0,0,0,0.0,0.0,0.03892,Grayhole
803045,2453,1,803045,0.0,1,25,0,0,0,0,0,0,0,0,140.234,0.0,0.02543,Grayhole
802055,2503,1,802055,0.0,1,24,0,0,0,0,0,0,0,0,130.256,0.0,0.03521,Grayhole
302055,2103,1,302055,0.0,1,23,0,15,1,0,0,0,0,0,55.0,120.567,0.02345,Grayhole
801035,2203,1,801035,0.0,1,27,0,0,0,0,0,0,0,0,145.234,0.0,0.04567,Grayhole
503072,2353,1,503072,0.0,1,26,0,0,0,0,0,0,0,0,110.234,0.0,0.025,Grayhole
801025,2253,1,801100,0.0,1,26,0,0,0,0,0,0,0,0,150.321,0.0,0.02567,Grayhole
405032,2653,1,405100,0.0,1,25,0,0,0,0,0,0,0,0,115.234,0.0,0.03521,Grayhole
603072,2503,1,603072,0.0,1,24,0,0,0,0,0,0,0,0,130.55,0.0,0.03521,Grayhole
101005,3003,1,101005,0.0,1,23,0,0,0,0,0,0,0,0,150.234,0.0,0.04215,Grayhole
303045,1503,1,303045,0.0,1,20,0,0,0,0,0,0,0,0,110.234,0.0,0.02875,Grayhole
505055,2703,1,505055,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.0352,Grayhole
503045,2503,1,503045,0.0,1,26,0,0,0,0,0,0,0,0,120.567,0.0,0.02543,Grayhole
303075,2203,1,303075,0.0,1,20,0,0,0,0,0,0,0,0,120.345,0.0,0.02537,Grayhole
301025,1503,1,301025,0.0,1,25,0,0,0,0,0,0,0,0,100.0,0.0,0.045,Grayhole
301055,1503,1,301055,0.0,1,20,0,0,0,0,0,0,0,0,150.234,0.0,0.02567,Grayhole
705032,2503,1,705032,0.0,1,27,0,0,0,0,0,0,0,0,150.234,0.0,0.02345,Grayhole
101050,2503,1,101100,0.0,1,25,0,0,0,0,0,0,0,0,135.234,0.0,0.02345,Grayhole
101025,2053,1,101025,0.0,1,25,0,0,0,0,0,0,0,0,100.5,0.0,0.025,Grayhole
403045,2203,1,403100,0.0,1,25,0,0,0,0,0,0,0,0,120.5,0.0,0.025,Grayhole
705032,2203,1,705100,0.0,1,23,0,0,0,0,0,0,0,0,150.234,0.0,0.03456,Grayhole
302055,1703,1,302055,0.0,1,24,0,0,0,0,0,0,0,0,150.234,0.0,0.02345,Grayhole
303045,2203,1,303100,0.0,1,25,0,0,0,0,0,0,0,0,140.234,0.0,0.03567,Grayhole
802055,2503,1,802100,0.0,1,24,0,0,0,0,0,0,0,0,130.567,0.0,0.03521,Grayhole
307025,2203,1,307025,0.0,1,23,0,0,0,0,0,0,0,0,120.5,0.0,0.02875,Grayhole
303025,2503,1,303025,0.0,1,25,0,0,0,0,0,0,0,0,85.4455,0.0,0.03524,Grayhole
903055,3103,1,903055,0.0,1,24,0,0,0,0,0,0,0,0,0.0,0.0,0.03215,Grayhole
101050,2053,1,101050,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.03521,Grayhole
903087,3503,1,903087,0.0,1,28,0,0,0,0,0,0,0,0,150.0,0.0,0.045,Grayhole
301055,2203,1,301100,0.0,1,27,0,0,0,0,0,0,0,0,150.234,0.0,0.03521,Grayhole
302035,1503,1,302035,0.0,1,23,0,0,0,0,0,0,0,0,110.523,0.0,0.03872,Grayhole
503045,2303,1,503045,0.0,1,25,0,0,0,0,0,0,0,0,100.5,0.0,0.0182,Grayhole
101005,3303,1,101005,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.0285,Grayhole
303025,2503,1,303025,0.0,1,25,0,0,1,0,0,0,0,0,120.567,0.0,0.02543,Grayhole
123045,2503,1,123045,0.0,1,20,0,0,1,0,0,0,0,0,150.0,0.0,0.03215,Grayhole
101025,2353,1,101100,0.0,1,25,0,0,0,0,0,0,0,0,140.234,0.0,0.03215,Grayhole
904072,2953,1,904072,0.0,1,25,0,0,0,0,0,0,0,0,130.578,0.0,0.02654,Grayhole
301055,2203,1,301055,0.0,1,26,0,0,0,0,0,0,0,0,100.567,0.0,0.03542,Grayhole
505032,2203,1,505032,0.0,1,27,0,0,0,0,0,0,0,0,145.321,0.0,0.04832,Grayhole
902055,3303,1,902055,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.00446,Blackhole
304056,2503,1,304100,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.00447,Blackhole
101055,2303,1,101055,0.0,1,20,0,0,1,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
302055,2853,1,302055,0.0,1,26,0,0,0,0,0,0,0,0,0.0,0.0,0.00447,Blackhole
804025,2203,1,804025,0.0,1,15,0,0,1,0,0,0,0,0,0.0,0.0,0.00452,Blackhole
1003025,2503,1,1003025,0.0,1,24,0,0,0,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
702045,2503,1,702100,0.0,1,23,0,0,0,0,0,0,0,0,0.0,0.0,0.00446,Blackhole
203045,1203,1,203045,0.0,1,24,0,0,0,1,0,0,0,0,0.0,0.0,0.00445,Blackhole
304055,2803,1,304055,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.00448,Blackhole
805092,3103,1,805092,0.0,1,26,0,0,0,0,0,0,0,0,0.0,0.0,0.00452,Blackhole
201035,1503,1,201100,0.0,1,20,0,0,0,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
903045,2503,1,903045,0.0,1,24,0,0,0,0,0,0,0,0,0.0,0.0,0.00447,Blackhole
301025,1503,1,301025,0.0,1,20,0,0,1,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
205033,2503,1,205033,0.0,1,26,0,0,0,0,0,0,0,0,0.0,0.0,0.00452,Blackhole
505034,2303,1,505034,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
301025,1503,1,301100,0.0,1,20,0,0,0,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
703015,2503,1,703100,0.0,1,22,0,0,0,0,0,0,0,0,0.0,0.0,0.00452,Blackhole
503078,1253,1,503078,0.0,1,15,0,0,1,0,0,0,0,0,0.0,0.0,0.00523,Blackhole
102045,1503,1,102045,0.0,1,10,0,20,1,0,0,0,0,0,0.0,0.0,0.00585,Blackhole
306072,2753,1,306072,0.0,1,20,0,0,1,0,0,0,0,0,0.0,0.0,0.00452,Blackhole
201035,1234,1,201035,0.0,1,20,0,0,1,0,0,0,1500,0,0.0,0.0,0.00523,Blackhole
304025,2203,1,304025,0.0,1,24,0,0,0,0,0,0,0,0,0.0,0.0,0.00452,Blackhole
507045,2753,1,507045,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.00452,Blackhole
308055,2503,1,308100,0.0,1,26,0,0,0,0,0,0,0,0,0.0,0.0,0.00448,Blackhole
107034,2353,1,107034,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.00452,Blackhole
403055,2203,1,403055,0.0,1,24,0,0,0,0,0,0,0,0,0.0,0.0,0.00447,Blackhole
704032,2753,1,704032,0.0,1,24,0,0,0,0,0,0,0,0,0.0,0.0,0.00452,Blackhole
301035,2803,1,301035,0.0,1,26,0,0,0,0,0,0,0,0,0.0,0.0,0.00455,Blackhole
203012,1853,1,203012,0.0,1,20,0,0,0,1,0,0,0,0,0.0,0.0,0.00435,Blackhole
307042,2503,1,307042,0.0,1,12,0,0,1,0,0,0,0,0,0.0,0.0,0.00435,Blackhole
504032,2203,1,504100,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.00446,Blackhole
308042,2503,1,308042,0.0,1,23,0,0,0,0,0,0,0,0,0.0,0.0,0.00452,Blackhole
703045,2553,1,703045,0.0,1,25,0,0,1,0,0,0,0,0,0.0,0.0,0.00447,Blackhole
803025,2253,1,803025,0.0,1,15,0,8,1,0,0,0,0,0,0.0,0.0,0.00523,Blackhole
903045,3253,1,903045,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.00447,Blackhole
403015,2503,1,403015,0.0,1,20,0,0,1,0,0,0,0,0,0.0,0.0,0.00585,Blackhole
307050,2703,1,307050,0.0,1,25,0,0,0,0,0,0,1200,0,0.0,0.0,0.0045,Blackhole
803055,2203,1,803100,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
303050,2503,1,303050,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
303055,2203,1,303055,0.0,1,20,0,0,0,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
507082,2753,1,507082,0.0,1,26,0,0,0,0,0,0,0,0,0.0,0.0,0.00447,Blackhole
101025,3000,1,101025,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
301025,1503,1,301100,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.00447,Blackhole
904032,2803,1,904032,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.00447,Blackhole
802055,2203,1,802055,0.0,1,20,0,0,0,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
305072,2503,1,305072,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.00448,Blackhole
311079,2403,1,311100,0.0,1,15,0,0,0,0,0,0,0,0,0.0,0.0,0.0059,Blackhole
103045,2203,1,103100,0.0,1,22,0,0,0,0,0,0,0,0,0.0,0.0,0.00452,Blackhole
402035,2503,1,402035,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.00452,Blackhole
304052,1803,1,304052,0.0,1,22,0,0,1,0,0,0,0,0,0.0,0.0,0.00451,Blackhole
903055,2903,1,903055,0.0,1,20,0,0,1,0,0,0,0,0,0.0,0.0,0.00452,Blackhole
602075,2203,1,602075,0.0,1,24,0,0,0,0,0,0,0,0,0.0,0.0,0.00448,Blackhole
505033,2203,1,505100,0.0,1,24,0,0,0,0,0,0,0,0,0.0,0.0,0.00447,Blackhole
108050,3603,1,108050,0.0,1,26,0,0,0,0,0,0,0,0,0.0,0.0,0.00448,Blackhole
303075,2803,1,303100,0.0,1,23,0,0,0,0,0,0,0,0,0.0,0.0,0.00449,Blackhole
806035,3203,1,806100,0.0,1,26,0,0,0,0,0,0,0,0,0.0,0.0,0.00449,Blackhole
704055,2503,1,704055,0.0,1,26,0,0,0,0,0,0,0,0,0.0,0.0,0.00447,Blackhole
902055,3203,1,902055,0.0,1,24,0,0,0,0,0,0,0,0,0.0,0.0,0.00445,Blackhole
305025,3103,1,305025,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.00447,Blackhole
304035,2853,1,304035,0.0,1,20,0,15,1,0,0,0,900,0,0.0,0.0,0.0065,Blackhole
307091,2203,1,307091,0.0,1,20,0,0,1,0,0,0,0,0,0.0,0.0,0.00452,Blackhole
903075,2953,1,903100,0.0,1,26,0,0,0,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
703045,2503,1,703100,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
302045,1503,1,302045,0.0,1,15,0,0,1,0,0,0,0,0,0.0,0.0,0.00552,Blackhole
302045,1503,1,302045,0.0,1,23,0,0,0,0,0,0,0,0,0.0,0.0,0.00451,Blackhole
301025,1203,1,301025,0.0,1,20,0,0,0,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
203055,1503,1,203055,0.0,1,20,0,5,1,0,0,0,0,0,0.0,0.0,0.00523,Blackhole
303012,2203,1,303100,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.00452,Blackhole
705032,2503,1,705032,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.00447,Blackhole
502034,2203,1,502034,0.0,1,12,0,15,1,0,0,0,1000,0,0.0,0.0,0.005,Blackhole
302045,1853,1,302100,0.0,1,24,0,0,0,0,0,0,0,0,0.0,0.0,0.00447,Blackhole
705050,2503,1,705050,0.0,1,23,0,0,0,0,0,0,0,0,0.0,0.0,0.00445,Blackhole
703025,2503,1,703025,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.00452,Blackhole
405072,2353,1,405072,0.0,1,28,0,0,0,0,0,0,0,0,0.0,0.0,0.00445,Blackhole
504032,2503,1,504032,0.0,1,24,0,0,0,0,0,0,0,0,0.0,0.0,0.00448,Blackhole
405032,2503,1,405032,0.0,1,26,0,0,0,0,0,0,0,0,0.0,0.0,0.00447,Blackhole
403055,2203,1,403055,0.0,1,15,0,0,1,0,0,0,0,0,0.0,0.0,0.00452,Blackhole
808049,2753,1,808049,0.0,1,20,0,30,1,0,0,0,0,1200,0.0,0.0,0.00587,Blackhole
605032,3203,1,605032,0.0,1,24,0,0,0,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
205033,2903,1,205033,0.0,1,22,0,0,1,0,0,0,0,0,0.0,0.0,0.00452,Blackhole
302075,2753,1,302075,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.00448,Blackhole
1001025,2503,1,1001025,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.00448,Blackhole
702055,1803,1,702055,0.0,1,20,0,0,1,0,0,0,0,0,0.0,0.0,0.00446,Blackhole
107045,2203,1,107045,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.00452,Blackhole
607034,2503,1,607100,0.0,1,20,0,0,0,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
302055,2203,1,302055,0.0,1,20,0,0,1,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
309045,2503,1,309045,0.0,1,26,0,0,0,0,0,0,0,0,0.0,0.0,0.00448,Blackhole
403075,2503,1,403075,0.0,1,24,0,0,0,0,0,0,0,0,0.0,0.0,0.00445,Blackhole
303050,1353,1,303050,0.0,1,20,0,0,1,0,0,0,0,0,0.0,0.0,0.0065,Blackhole
103045,2503,1,103045,0.0,1,20,0,0,0,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
804035,2903,1,804035,0.0,1,23,0,0,0,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
704032,2703,1,704100,0.0,1,15,0,5,1,0,0,0,0,0,0.0,0.0,0.00651,Blackhole
705034,2503,1,705034,0.0,1,20,0,0,0,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
904050,2703,1,904050,0.0,1,25,0,0,0,0,0,0,1200,0,0.0,0.0,0.00455,Blackhole
304012,2503,1,304012,0.0,1,20,0,0,0,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
804056,2703,1,804056,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.00447,Blackhole
201001,1503,1,201001,0.0,1,20,0,0,1,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
302035,2203,1,302035,0.0,1,24,0,0,0,0,0,0,0,0,0.0,0.0,0.00449,Blackhole
302025,2203,1,302100,0.0,1,22,0,0,1,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
109034,453,1,109034,0.0,1,10,0,20,1,0,0,0,1000,0,0.0,0.0,0.0073,Blackhole
705022,2853,1,705100,0.0,1,26,0,0,0,0,0,0,0,0,0.0,0.0,0.00445,Blackhole
304057,1703,1,304057,0.0,1,20,0,0,1,0,0,0,0,0,0.0,0.0,0.00452,Blackhole
806045,2453,1,806045,0.0,1,20,0,0,1,0,0,0,0,0,0.0,0.0,0.00452,Blackhole
704085,2603,1,704085,0.0,1,26,0,0,0,0,0,0,0,0,0.0,0.0,0.00448,Blackhole
302055,2203,1,302055,0.0,1,23,0,0,0,0,0,0,0,0,0.0,0.0,0.00447,Blackhole
303050,2203,1,303050,0.0,1,20,0,0,1,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
203055,1853,1,203055,0.0,1,26,0,0,1,0,0,0,0,0,0.0,0.0,0.00448,Blackhole
903001,2503,1,903100,0.0,1,26,0,0,0,0,0,0,0,0,0.0,0.0,0.00448,Blackhole
303055,2503,1,303055,0.0,1,20,0,0,0,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
305025,2253,1,305025,0.0,1,20,0,10,1,0,0,0,0,0,0.0,0.0,0.00523,Blackhole
605032,2303,1,605032,0.0,1,26,0,0,0,0,0,0,0,0,0.0,0.0,0.00448,Blackhole
303055,2803,1,303055,0.0,1,26,0,0,0,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
705034,2853,1,705100,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.00448,Blackhole
703087,2703,1,703100,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
703045,2853,1,703045,0.0,1,25,0,0,1,0,0,0,0,0,0.0,0.0,0.00449,Blackhole
305035,2503,1,305035,0.0,1,24,0,0,1,0,0,0,0,0,0.0,0.0,0.00447,Blackhole
403012,1503,1,403012,0.0,1,10,0,0,1,0,0,0,0,0,0.0,0.0,0.00582,Blackhole
707099,2853,1,707099,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.39357,Blackhole
403072,2653,1,403072,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.00447,Blackhole
605042,3103,1,605042,0.0,1,24,0,0,0,0,0,0,0,0,0.0,0.0,0.00452,Blackhole
304056,2203,1,304056,0.0,1,26,0,0,0,0,0,0,0,0,0.0,0.0,0.00447,Blackhole
501005,2403,1,501005,0.0,1,25,0,0,0,1,0,0,0,0,0.0,0.0,0.00449,Blackhole
101005,2503,1,101100,0.0,1,26,0,0,0,0,0,0,0,0,0.0,0.0,0.00447,Blackhole
907032,2703,1,907032,0.0,1,22,0,0,0,0,0,0,0,0,0.0,0.0,0.00452,Blackhole
302050,2503,1,302050,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
806091,3203,1,806100,0.0,1,26,0,0,0,0,0,0,0,0,0.0,0.0,0.00447,Blackhole
301055,2003,1,301055,0.0,1,15,0,25,1,0,0,0,0,0,0.0,0.0,0.005,Blackhole
304057,1503,1,304057,0.0,1,12,0,30,1,0,0,0,0,1300,0.0,0.0,0.00725,Blackhole
103045,2703,1,103045,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.00446,Blackhole
301025,2503,1,301025,0.0,1,20,0,0,0,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
205034,1503,1,205034,0.0,1,20,0,0,1,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
502035,2203,1,502035,0.0,1,20,0,0,1,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
302035,2803,1,302100,0.0,1,24,0,0,0,0,0,0,0,0,0.0,0.0,0.00445,Blackhole
306045,2753,1,306045,0.0,1,24,0,0,0,0,0,0,0,0,0.0,0.0,0.00446,Blackhole
503025,2503,1,503025,0.0,1,23,0,0,0,0,0,0,0,0,0.0,0.0,0.00447,Blackhole
302055,1803,1,302055,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
304055,2753,1,304055,0.0,1,23,0,1,1,0,0,0,0,0,0.0,0.0,0.00462,Blackhole
101001,1234,1,101001,0.0,1,5,0,20,1,0,0,0,0,0,0.0,0.0,0.0072,Blackhole
704035,2803,1,704100,0.0,1,23,0,0,0,0,0,0,0,0,0.0,0.0,0.00449,Blackhole
807055,2753,1,807055,0.0,1,23,0,0,0,0,0,0,0,0,0.0,0.0,0.00452,Blackhole
305030,2753,1,305030,0.0,1,24,0,0,0,0,0,0,0,0,0.0,0.0,0.00446,Blackhole
601035,2003,1,601035,0.0,1,20,0,0,1,0,0,0,0,0,0.0,0.0,0.00446,Blackhole
302035,2853,1,302035,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.00452,Blackhole
903015,1503,1,903100,0.0,1,20,0,0,0,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
804025,2103,1,804025,0.0,1,25,0,0,0,0,0,0,0,0,0.0,0.0,0.00447,Blackhole
704055,2203,1,704055,0.0,1,26,0,0,0,0,0,0,0,0,0.0,0.0,0.00452,Blackhole
201035,1203,1,201035,0.0,1,20,0,30,1,0,0,0,0,1200,0.0,0.0,0.0073,Blackhole
205087,2503,1,205087,0.0,1,26,0,0,0,0,0,0,0,0,0.0,0.0,0.0045,Blackhole
703045,2503,1,703045,0.0,1,20,0,0,1,0,0,0,0,0,0.0,0.0,0.00455,Blackhole
301055,2503,1,301055,0.0,1,20,0,0,1,0,0,0,0,0,0.0,0.0,0.0055,Blackhole
102035,350,1,102035,0.0,1,7,0,25,25,0,0,0,0,0,0.0,0.0,0.0072,TDMA
203055,1203,1,203055,0.0,1,10,0,15,15,0,0,0,0,0,150.234,0.0,0.0075,TDMA
501030,2203,1,501030,0.0,1,8,0,20,20,0,0,0,150,0,130.5,0.0,0.0063,TDMA
302045,2203,1,302045,0.0,1,5,0,15,15,0,0,0,0,0,0.0,0.0,0.00685,TDMA
401025,2203,1,401025,0.0,1,7,0,20,20,0,0,0,0,0,0.0,0.0,0.00685,TDMA
301025,1503,1,301025,0.0,1,5,0,15,15,0,0,0,0,0,0.0,0.0,0.00632,TDMA
402035,2503,1,402035,0.0,1,9,0,25,25,0,0,0,0,0,150.234,0.0,0.00732,TDMA
405030,2203,1,405030,0.0,1,8,0,10,10,0,0,0,250,0,150.234,0.0,0.00715,TDMA
502050,1703,1,502050,0.0,1,7,0,12,12,0,0,0,0,0,0.0,0.0,0.00715,TDMA
305045,2203,1,305045,0.0,1,8,0,10,10,0,0,0,0,0,0.0,0.0,0.00675,TDMA
208035,1503,1,208035,0.0,1,5,0,25,25,0,0,0,0,0,0.0,0.0,0.00723,TDMA
402050,1203,1,402050,0.0,1,5,0,20,20,0,0,0,0,0,0.0,0.0,0.00715,TDMA
601025,2503,1,601025,0.0,1,8,0,35,35,0,0,0,0,0,0.0,0.0,0.0065,TDMA
702035,1803,1,702035,0.0,1,5,0,18,18,0,0,0,0,0,145.234,0.0,0.00685,TDMA
